nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
2544,Lebron James,2025,LAL,SF,34.921,1.551,1.739,-0.188,6.165,Shot Creator,Helper
101108,Chris Paul,2025,SAS,PG,27.953,-0.114,0.07,-0.184,3.368,Shot Creator,Low Activity
200768,Kyle Lowry,2025,PHI,PG,18.841,-0.522,-1.388,0.866,0.799,Movement Shooter,Helper
201142,Kevin Durant,2025,PHO,PF,36.527,0.45,1.314,-0.864,4.138,Shot Creator,Wing Stopper
201143,Al Horford,2025,BOS,C,27.643,1.221,0.185,1.036,3.839,Stationary Shooter,Helper
201144,Mike Conley,2025,MIN,PG,24.73,1.104,0.409,0.695,3.934,Primary Ball Handler,Chaser
201145,Jeff Green,2025,HOU,PF,12.389,-1.987,-1.042,-0.945,0.114,Stationary Shooter,Helper
201566,Russell Westbrook,2025,DEN,PG,27.897,-1.514,-0.476,-1.038,1.223,Shot Creator,Wing Stopper
201567,Kevin Love,2025,MIA,PF,10.933,2.102,1.442,0.661,0.721,Versatile Big,Helper
201569,Eric Gordon,2025,PHI,SG,19.705,-2.652,-1.355,-1.297,-0.097,Stationary Shooter,Helper
201572,Brook Lopez,2025,MIL,C,31.826,0.312,-0.704,1.017,4.43,Versatile Big,Anchor Big
201587,Nicolas Batum,2025,LAC,PF,17.53,-0.743,-1.494,0.751,1.465,Stationary Shooter,Helper
201599,Deandre Jordan,2025,DEN,C,12.334,-1.671,-1.939,0.267,0.336,Athletic Finisher,Mobile Big
201935,James Harden,2025,LAC,PG,35.304,3.479,3.149,0.33,10.363,Shot Creator,Helper
201939,Stephen Curry,2025,GSW,PG,32.178,4.113,4.438,-0.324,9.228,Primary Ball Handler,Low Activity
201942,Demar Derozan,2025,SAC,SF,35.943,1.03,1.263,-0.232,6.072,Shot Creator,Low Activity
201950,Jrue Holiday,2025,BOS,PG,30.582,0.364,-0.333,0.697,3.361,Shot Creator,Point of Attack
201959,Taj Gibson,2025,CHO,C,11.05,-2.846,-3.218,0.372,-0.1,Athletic Finisher,Anchor Big
201988,Patty Mills,2025,UTA/LAC,PG,11.057,-1.179,-0.985,-0.193,0.255,Secondary Ball Handler,Chaser
202331,Paul George,2025,PHI,PF,32.527,0.697,-0.605,1.302,2.645,Shot Creator,Helper
202681,Kyrie Irving,2025,DAL,SG,36.076,1.301,2.327,-1.026,4.266,Shot Creator,Chaser
202685,Jonas Valančiūnas,2025,WAS/SAC,C,18.812,0.216,-0.306,0.522,2.558,Post Scorer,Anchor Big
202687,Bismack Biyombo,2025,SAS,C,18.839,-1.748,-3.14,1.393,0.231,Athletic Finisher,Mobile Big
202691,Klay Thompson,2025,DAL,SF,27.286,-0.873,0.624,-1.497,1.942,Off Screen Shooter,Chaser
202692,Alec Burks,2025,MIA,SG,17.622,-0.701,-0.457,-0.244,0.948,Secondary Ball Handler,Chaser
202695,Kawhi Leonard,2025,LAC,SF,31.891,2.292,1.915,0.377,3.523,Shot Creator,Helper
202696,Nikola Vučević,2025,CHI,C,31.209,0.375,0.991,-0.616,4.054,Versatile Big,Mobile Big
202699,Tobias Harris,2025,DET,PF,31.581,0.656,-0.91,1.567,4.513,Shot Creator,Helper
202704,Reggie Jackson,2025,PHI,PG,12.387,-1.082,-0.697,-0.385,0.329,Secondary Ball Handler,Chaser
202709,Cory Joseph,2025,ORL,PG,12.235,-1.311,-1.088,-0.223,0.436,Stationary Shooter,Point of Attack
