player_name,draft_year,draft_pick,draft_round,draft_age,position,college,bbref_url,cbb_url,position_group,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,school_name,college_season_year,program_srs
Miles Bridges,2018,12,1,20.3,Power Forward,Michigan State,/players/b/bridgmi02.html,https://www.sports-reference.com/cbb/players/miles-bridges-1.html,BIG,1.1,0.08900000000000001,-0.26666666666666666,3,8.7,1.2,5.2,2.5,16.9,0.572,0.776,0.427,27.1,2.2,Michigan St.,2018,19.03
Jerome Robinson,2018,13,1,21.3,Shooting Guard,Boston College,/players/r/robinje01.html,https://www.sports-reference.com/cbb/players/jerome-robinson-2.html,G,-0.45,-0.024,-5.45,2,5.5,1.4,1.5,0.4,19.5,0.608,0.755,0.386,27.3,1.0,Boston College,2018,9.0
Michael Porter Jr.,2018,14,1,20.0,Small Forward,Missouri,/players/p/portemi01.html,https://www.sports-reference.com/cbb/players/michael-porterjr-1.html,F,1.05,0.10275,0.325,4,8.6,3.4,9.4,2.0,4.6,0.438,0.778,0.333,36.5,0.1,Missouri,2018,13.81
Troy Brown Jr.,2018,15,1,18.9,Small Forward,Oregon,/players/b/browntr01.html,https://www.sports-reference.com/cbb/players/troy-brown-5.html,F,0.15,0.062,-2.0,4,3.7,2.9,5.9,0.8,18.7,0.532,0.743,0.342,21.0,1.6,Oregon,2018,10.7
Zhaire Smith,2018,16,1,19.1,Shooting Guard,Texas Tech,/players/s/smithzh01.html,https://www.sports-reference.com/cbb/players/zhaire-smith-1.html,G,-0.1,-0.12,-9.8,1,10.8,2.3,9.6,4.8,12.6,0.618,0.717,0.144,18.3,2.2,Texas Tech,2018,19.38
Donte DiVincenzo,2018,17,1,21.4,Shooting Guard,Villanova,/players/d/divindo01.html,https://www.sports-reference.com/cbb/players/donte-divincenzo-1.html,G,0.875,0.09275,-0.024999999999999953,4,9.0,2.0,4.9,0.7,20.0,0.608,0.705,0.542,22.4,1.8,Villanova,2018,26.64
Lonnie Walker IV,2018,18,1,19.5,Shooting Guard,Miami (FL),/players/w/walkelo01.html,https://www.sports-reference.com/cbb/players/lonnie-walker-2.html,G,-0.275,0.03275,-2.775,4,5.2,2.0,1.7,1.8,13.0,0.527,0.738,0.509,22.4,1.3,Miami (FL),2018,12.83
Kevin Huerter,2018,19,1,19.8,Shooting Guard,Maryland,/players/h/huertke01.html,https://www.sports-reference.com/cbb/players/kevin-huerter-1.html,G,0.825,0.073,-0.525,4,7.8,1.1,3.7,2.1,20.3,0.64,0.748,0.543,21.5,1.6,Maryland,2018,13.78
Josh Okogie,2018,20,1,19.8,Shooting Guard,Georgia Tech,/players/o/okogijo01.html,https://www.sports-reference.com/cbb/players/josh-okogie-1.html,G,-0.025000000000000015,0.07050000000000001,-2.15,4,8.1,2.9,7.3,2.8,15.6,0.55,0.777,0.313,27.3,1.3,Ga Tech,2018,5.25
Grayson Allen,2018,21,1,22.7,Shooting Guard,Duke,/players/a/allengr01.html,https://www.sports-reference.com/cbb/players/grayson-allen-1.html,G,0.7000000000000001,0.10400000000000001,-0.25,4,8.4,2.8,1.8,0.2,21.2,0.58,0.834,0.637,20.7,2.0,Duke,2018,24.43
Chandler Hutchison,2018,22,1,22.2,Small Forward,Boise State,/players/h/hutchch01.html,https://www.sports-reference.com/cbb/players/chandler-hutchison-1.html,F,-0.13333333333333333,-0.010999999999999998,-5.566666666666666,3,8.9,2.7,3.4,0.9,24.1,0.575,0.687,0.296,33.2,2.2,Boise St.,2018,-8.13
Aaron Holiday,2018,23,1,21.7,Point Guard,UCLA,/players/h/holidaa01.html,https://www.sports-reference.com/cbb/players/aaron-holiday-1.html,G,-0.09999999999999998,0.04825,-2.375,4,5.9,1.9,1.6,0.7,29.9,0.609,0.795,0.446,26.7,1.2,UCLA,2018,12.07
Moritz Wagner,2018,25,1,21.2,Center,Michigan,/players/w/wagnemo01.html,https://www.sports-reference.com/cbb/players/moritz-wagner-1.html,BIG,0.35,0.117,-0.6749999999999999,4,9.2,2.1,6.5,2.0,6.7,0.619,0.698,0.391,25.9,2.6,Michigan,2018,19.03
Landry Shamet,2018,26,1,21.3,Shooting Guard,Wichita State,/players/s/shamela01.html,https://www.sports-reference.com/cbb/players/landry-shamet-1.html,G,0.049999999999999996,0.07625,-1.775,4,8.6,1.3,1.6,0.7,28.8,0.655,0.811,0.603,20.7,1.1,Wichita St.,2018,16.58
Robert Williams,2018,27,1,20.7,Center,Texas A&M,/players/w/williro04.html,https://www.sports-reference.com/cbb/players/robert-williams-3.html,BIG,1.8,0.24925,4.975,4,10.6,1.8,10.2,10.4,10.8,0.614,0.541,0.055,19.0,2.0,Texas A&M,2018,15.3
Jacob Evans,2018,28,1,21.0,Shooting Guard,Cincinnati,/players/e/evansja02.html,https://www.sports-reference.com/cbb/players/jacob-evans-1.html,G,-0.5,-0.056,-7.1,1,9.9,2.6,5.2,3.7,20.0,0.543,0.755,0.43,22.5,3.1,Cincinnati,2018,20.25
Omari Spellman,2018,30,1,20.9,Center,Villanova,/players/s/spellom01.html,https://www.sports-reference.com/cbb/players/omari-spellman-1.html,BIG,0.1,0.066,-1.8,1,7.5,1.3,9.9,5.5,4.3,0.588,0.7,0.446,18.3,2.2,Villanova,2018,26.64
Jevon Carter,2018,32,2,22.8,Point Guard,West Virginia,/players/c/carteje01.html,https://www.sports-reference.com/cbb/players/jevon-carter-1.html,G,0.39999999999999997,0.08775,-0.42500000000000004,4,12.0,4.9,2.4,1.2,36.2,0.549,0.798,0.385,25.0,2.8,West Virginia,2018,19.89
Jalen Brunson,2018,33,2,21.8,Point Guard,Villanova,/players/b/brunsja01.html,https://www.sports-reference.com/cbb/players/jalen-brunson-1.html,G,1.7249999999999999,0.14049999999999999,1.2,4,10.2,1.7,1.2,0.1,26.6,0.635,0.82,0.407,26.4,1.7,Villanova,2018,26.64
Devonte' Graham,2018,34,2,23.3,Point Guard,Kansas,/players/g/grahade01.html,https://www.sports-reference.com/cbb/players/devonte-graham-1.html,G,0.9,0.08125,0.024999999999999988,4,8.6,2.4,2.0,0.1,31.4,0.568,0.787,0.544,23.9,1.8,Kansas,2018,21.39
Melvin Frazier,2018,35,2,21.8,Shooting Guard,Tulane,/players/f/frazime01.html,https://www.sports-reference.com/cbb/players/melvin-frazier-1.html,G,-0.2,-0.051500000000000004,-9.35,2,6.9,3.6,3.9,2.2,17.9,0.631,0.653,0.283,22.2,1.6,Tulane,2018,1.21
Gary Trent Jr.,2018,37,2,19.4,Shooting Guard,Duke,/players/t/trentga02.html,https://www.sports-reference.com/cbb/players/gary-trentjr-1.html,G,0.75,0.0865,-0.5499999999999999,4,7.0,1.9,2.9,0.4,6.8,0.567,0.876,0.564,19.5,1.8,Duke,2018,24.43
Khyri Thomas,2018,38,2,22.1,Shooting Guard,Creighton,/players/t/thomakh01.html,https://www.sports-reference.com/cbb/players/khyri-thomas-1.html,G,0.05,0.063,-2.75,2,8.6,2.9,4.0,0.8,15.1,0.65,0.719,0.442,21.0,1.7,Creighton,2018,16.35
Jarred Vanderbilt,2018,41,2,19.2,Power Forward,Kentucky,/players/v/vandeja01.html,https://www.sports-reference.com/cbb/players/jarred-vanderbilt-1.html,BIG,0.75,0.09775,-1.275,4,6.4,1.4,23.1,5.3,10.7,0.476,0.632,0.015,20.8,0.5,Kentucky,2018,17.24
Bruce Brown,2018,42,2,21.9,"Point Guard, Small Forward,",Miami (FL),/players/b/brownbr01.html,https://www.sports-reference.com/cbb/players/bruce-brown-2.html,G,0.775,0.1065,-0.275,4,5.1,2.3,4.6,2.5,21.3,0.488,0.702,0.319,21.2,1.2,Miami (FL),2018,12.83
Justin Jackson,2018,43,2,,,Maryland,/players/j/jacksju02.html,https://www.sports-reference.com/cbb/players/justin-jackson-5.html,F,0.0,0.0,0.0,0,1.9,1.7,11.2,3.0,12.7,0.47,0.728,0.396,24.1,0.6,Maryland,2018,13.78
Hamidou Diallo,2018,45,2,19.9,Small Forward,Kentucky,/players/d/diallha01.html,https://www.sports-reference.com/cbb/players/hamidou-diallo-1.html,F,0.049999999999999996,0.05675,-1.975,4,2.9,1.7,4.2,1.6,9.5,0.498,0.616,0.246,22.6,1.3,Kentucky,2018,17.24
De'Anthony Melton,2018,46,2,20.1,Point Guard,USC,/players/m/meltode01.html,https://www.sports-reference.com/cbb/players/deanthony-melton-1.html,G,1.2000000000000002,0.09425,1.2249999999999999,4,7.2,4.0,5.9,3.9,22.5,0.53,0.706,0.32,17.7,1.5,USC,2017,12.81
Svi Mykhailiuk,2018,47,2,21.0,Small Forward,Kansas,/players/m/mykhasv01.html,https://www.sports-reference.com/cbb/players/sviatoslav-mykhailiuk-1.html,F,-0.05,0.050749999999999997,-1.875,4,6.6,1.9,4.0,0.9,13.4,0.572,0.746,0.549,21.0,1.5,Kansas,2018,21.39
Keita Bates-Diop,2018,48,2,22.4,Small Forward,Ohio State,/players/b/bateske01.html,https://www.sports-reference.com/cbb/players/keita-bates-diop-1.html,F,0.125,0.07875,-1.625,4,11.1,1.6,5.7,5.9,10.5,0.577,0.776,0.357,29.4,2.5,Ohio St.,2018,-2.52
Chimezie Metu,2018,49,2,21.3,Center,USC,/players/m/metuch01.html,https://www.sports-reference.com/cbb/players/chimezie-metu-1.html,BIG,0.1,0.0975,-0.875,4,5.6,1.5,7.2,6.3,10.0,0.574,0.692,0.102,25.8,1.8,USC,2018,12.81
Alize Johnson,2018,50,2,22.2,Power Forward,Missouri State,/players/j/johnsal02.html,https://www.sports-reference.com/cbb/players/alize-johnson-1.html,BIG,0.0,0.07,-3.375,4,5.9,0.9,11.4,1.5,19.3,0.528,0.716,0.365,27.1,2.0,Missouri St.,2018,13.81
Tony Carr,2018,51,2,,,Penn State,/players/c/carrto01.html,https://www.sports-reference.com/cbb/players/tony-carr-1.html,F,0.0,0.0,0.0,0,8.2,1.4,3.0,0.9,29.3,0.527,0.786,0.338,29.9,1.9,Penn St.,2018,-8.13
Vince Edwards,2018,52,2,22.2,Small Forward,Purdue,/players/e/edwarvi01.html,https://www.sports-reference.com/cbb/players/vince-edwards-2.html,F,0.0,0.0,0.0,0,8.1,1.0,8.4,2.0,17.1,0.587,0.82,0.339,23.8,2.1,Purdue,2018,23.41
Devon Hall,2018,53,2,23.0,Point Guard,Virginia,/players/h/hallde01.html,https://www.sports-reference.com/cbb/players/devon-hall-1.html,G,-0.1,-0.116,-6.7,1,10.1,1.8,1.4,0.6,19.6,0.599,0.807,0.454,19.5,2.6,Virginia,2018,22.2
Shake Milton,2018,54,2,21.7,Shooting Guard,SMU,/players/m/miltosh01.html,https://www.sports-reference.com/cbb/players/malik-milton-1.html,G,0.05,0.09325,-1.7000000000000002,4,8.7,2.4,2.1,2.3,25.9,0.606,0.791,0.471,25.0,1.3,SMU,2018,9.08
Ray Spalding,2018,56,2,21.3,Power Forward,Louisville,/players/s/spaldra01.html,https://www.sports-reference.com/cbb/players/raymond-spalding-1.html,BIG,-0.1,-0.184,-14.3,1,8.2,3.1,13.2,6.3,9.6,0.568,0.579,0.056,22.9,2.4,Louisville,2018,14.3
Kevin Hervey,2018,57,2,22.0,Power Forward,UT Arlington,/players/h/herveke01.html,https://www.sports-reference.com/cbb/players/kevin-hervey-1.html,BIG,0.0,-0.085,-5.1,1,5.5,2.1,8.0,2.2,15.2,0.553,0.768,0.417,31.0,2.0,UTA,2018,-1.24
Thomas Welsh,2018,58,2,22.4,Center,UCLA,/players/w/welshth01.html,https://www.sports-reference.com/cbb/players/thomas-welsh-1.html,BIG,0.0,0.0,0.0,0,5.8,1.1,9.1,2.8,7.8,0.577,0.798,0.335,17.7,1.7,UCLA,2018,12.07
George King,2018,59,2,24.4,Small Forward,Colorado,/players/k/kingge03.html,https://www.sports-reference.com/cbb/players/george-king-1.html,F,-0.1,-0.296,-20.1,1,4.7,1.1,7.2,2.6,8.2,0.574,0.731,0.492,23.3,1.3,Colorado,2018,6.06
Kostas Antetokounmpo,2018,60,2,20.6,Power Forward,Dayton,/players/a/antetko01.html,https://www.sports-reference.com/cbb/players/kostas-antetokounmpo-1.html,BIG,-0.05,0.009500000000000008,-6.6499999999999995,2,-2.1,1.0,7.3,8.3,5.9,0.575,0.516,0.149,20.9,0.5,Dayton,2018,1.64
